0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:41:17 +0900] "POST /shopping22/user/loginProc.jsp HTTP/1.1" 200 172
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:41:17 +0900] "GET /shopping22/admin/categoryManage/categoryManage.jsp HTTP/1.1" 200 27185
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:41:17 +0900] "GET /shopping22/admin/categoryManage/images/level.gif HTTP/1.1" 404 871
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:41:17 +0900] "GET /shopping22/admin/categoryManage/images/level.gif HTTP/1.1" 404 871
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:41:20 +0900] "GET /shopping22/admin/categoryManage/categoryManage.jsp HTTP/1.1" 200 27185
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:41:20 +0900] "GET /shopping22/admin/categoryManage/images/level.gif HTTP/1.1" 404 871
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:41:20 +0900] "GET /shopping22/admin/categoryManage/images/level.gif HTTP/1.1" 404 871
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:41:20 +0900] "GET /shopping22/admin/productManage/prodList.jsp HTTP/1.1" 200 4763
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:41:22 +0900] "GET /shopping22/admin/orderManage/orderList.jsp HTTP/1.1" 200 5053
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:41:22 +0900] "GET /shopping22/admin/userManage/userList.jsp HTTP/1.1" 200 4073
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:41:25 +0900] "GET /shopping22/admin/categoryManage/categoryManage.jsp HTTP/1.1" 200 27185
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:41:25 +0900] "GET /shopping22/admin/categoryManage/images/level.gif HTTP/1.1" 404 871
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:41:25 +0900] "GET /shopping22/admin/categoryManage/images/level.gif HTTP/1.1" 404 871
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:41:34 +0900] "GET /shopping22/admin/categoryManage/largeCategoryUp.jsp?lno=5&lstep=1 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:41:34 +0900] "GET /shopping22/admin/categoryManage/categoryManage.jsp HTTP/1.1" 200 27185
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:41:34 +0900] "GET /shopping22/admin/categoryManage/images/level.gif HTTP/1.1" 404 871
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:41:34 +0900] "GET /shopping22/admin/categoryManage/images/level.gif HTTP/1.1" 404 871
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:41:36 +0900] "GET /shopping22/admin/categoryManage/largeCategoryUp.jsp?lno=6&lstep=2 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:41:36 +0900] "GET /shopping22/admin/categoryManage/categoryManage.jsp HTTP/1.1" 200 27185
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:41:36 +0900] "GET /shopping22/admin/categoryManage/images/level.gif HTTP/1.1" 404 871
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:41:36 +0900] "GET /shopping22/admin/categoryManage/images/level.gif HTTP/1.1" 404 871
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:41:37 +0900] "GET /shopping22/admin/categoryManage/largeCategoryUp.jsp?lno=2&lstep=3 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:41:37 +0900] "GET /shopping22/admin/categoryManage/categoryManage.jsp HTTP/1.1" 200 27185
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:41:37 +0900] "GET /shopping22/admin/categoryManage/images/level.gif HTTP/1.1" 404 871
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:41:37 +0900] "GET /shopping22/admin/categoryManage/images/level.gif HTTP/1.1" 404 871
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:41:41 +0900] "GET /shopping22/admin/categoryManage/largeCategoryUp.jsp?lno=4&lstep=4 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:41:41 +0900] "GET /shopping22/admin/categoryManage/categoryManage.jsp HTTP/1.1" 200 27185
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:41:41 +0900] "GET /shopping22/admin/categoryManage/images/level.gif HTTP/1.1" 404 871
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:41:41 +0900] "GET /shopping22/admin/categoryManage/images/level.gif HTTP/1.1" 404 871
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:41:41 +0900] "GET /shopping22/admin/categoryManage/images/level.gif HTTP/1.1" 404 871
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:41:44 +0900] "GET /shopping22/admin/categoryManage/largeCategoryUp.jsp?lno=5&lstep=4 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [03/Jan/2023:16:41:44 +0900] "GET /shopping22/admin/categoryManage/categoryManage.jsp HTTP/1.1" 200 27185
